Department,Designation,Experience,CollegeTier,Salary
Operations,Intern,16,Tier 1,1472592
Marketing,Director,14,Tier 1,2544658
Sales,Associate,2,Tier 2,571245
Marketing,Intern,10,Tier 1,1014243
Operations,Senior Dev,18,Tier 1,2076568
Support,Manager,9,Tier 1,1789041
IT,Intern,0,Tier 2,203854
Marketing,Senior Dev,15,Tier 2,1647025
IT,Analyst,16,Tier 3,1264085
Operations,Associate,13,Tier 2,1295094
Operations,Intern,14,Tier 2,1131517
IT,Analyst,2,Tier 1,510927
Support,Associate,18,Tier 2,1612904
IT,Lead,11,Tier 1,1696081
Marketing,Senior Dev,2,Tier 3,717761
HR,Intern,0,Tier 2,219491
IT,Director,5,Tier 3,1496532
Operations,Lead,0,Tier 1,861562
Marketing,Senior Dev,0,Tier 2,685514
Support,Associate,15,Tier 1,1603683
IT,Intern,7,Tier 2,675065
Marketing,Lead,15,Tier 3,1585323
HR,Associate,0,Tier 1,514643
Operations,Lead,9,Tier 3,1248591
Marketing,Senior Dev,10,Tier 2,1322016
Marketing,Manager,6,Tier 1,1549011
Sales,Senior Dev,6,Tier 2,1028155
Marketing,Director,14,Tier 2,2270481
Sales,Director,13,Tier 2,2157196
HR,Manager,3,Tier 2,1179709
Support,Senior Dev,13,Tier 3,1363327
HR,Associate,6,Tier 1,973855
Finance,Lead,18,Tier 2,1960769
IT,Manager,9,Tier 1,1829825
IT,Analyst,16,Tier 2,1370820
Finance,Lead,11,Tier 3,1364629
Sales,Senior Dev,8,Tier 1,1368467
Support,Senior Dev,0,Tier 2,679589
Support,Analyst,14,Tier 3,1120740
HR,Lead,5,Tier 1,1250930
Finance,Analyst,17,Tier 3,1307285
HR,Associate,12,Tier 3,1101360
IT,Senior Dev,12,Tier 3,1319062
IT,Lead,14,Tier 3,1527451
Finance,Associate,0,Tier 3,409886
Marketing,Lead,3,Tier 1,1080860
Operations,Analyst,4,Tier 1,685764
Support,Associate,1,Tier 2,526742
IT,Associate,0,Tier 1,507711
Marketing,Director,5,Tier 2,1660566
Operations,Director,15,Tier 1,2645509
Operations,Director,2,Tier 1,1679470
Sales,Senior Dev,2,Tier 1,905228
Finance,Associate,1,Tier 1,591688
Operations,Analyst,8,Tier 1,996880
IT,Lead,6,Tier 2,1146754
Sales,Associate,17,Tier 2,1535114
Finance,Senior Dev,6,Tier 3,979768
IT,Associate,0,Tier 3,390028
IT,Senior Dev,13,Tier 3,1367587
Marketing,Lead,5,Tier 3,973174
Sales,Manager,9,Tier 3,1445398
Support,Associate,1,Tier 3,488013
Operations,Director,3,Tier 1,1740972
Support,Director,16,Tier 3,2141360
Finance,Associate,9,Tier 3,956270
IT,Manager,14,Tier 1,2150801
IT,Senior Dev,18,Tier 2,1832271
Marketing,Analyst,11,Tier 3,966919
Operations,Associate,15,Tier 2,1418984
IT,Senior Dev,14,Tier 1,1782861
IT,Manager,16,Tier 3,1833565
HR,Senior Dev,17,Tier 1,2045617
Marketing,Senior Dev,1,Tier 2,717118
Sales,Lead,3,Tier 3,872641
Sales,Associate,6,Tier 3,756636
Support,Analyst,14,Tier 2,1244056
IT,Analyst,0,Tier 3,276858
Finance,Associate,9,Tier 1,1172160
Support,Director,4,Tier 3,1461375
Operations,Intern,10,Tier 3,789572
Finance,Director,5,Tier 2,1624136
Operations,Intern,12,Tier 3,906727
Operations,Manager,7,Tier 1,1665421
Sales,Analyst,0,Tier 1,376376
HR,Lead,4,Tier 3,914920
Sales,Senior Dev,1,Tier 3,668239
HR,Senior Dev,8,Tier 2,1177267
Support,Intern,16,Tier 1,1449968
IT,Associate,17,Tier 3,1441567
Marketing,Analyst,7,Tier 1,889385
Operations,Director,10,Tier 2,1951364
Support,Intern,17,Tier 2,1324982
Finance,Associate,9,Tier 2,1061196
Operations,Lead,16,Tier 2,1831089
Support,Intern,9,Tier 2,784495
Sales,Director,19,Tier 2,2546148
Sales,Associate,12,Tier 1,1383393
Marketing,Intern,16,Tier 1,1471272
Sales,Director,13,Tier 1,2497656
Finance,Associate,3,Tier 2,631889
HR,Associate,19,Tier 1,1951695
Finance,Associate,14,Tier 3,1232634
HR,Associate,11,Tier 2,1147468
Finance,Lead,14,Tier 1,1927922
Operations,Intern,14,Tier 2,1162091
Support,Manager,4,Tier 1,1421870
Sales,Associate,18,Tier 1,1872057
Sales,Manager,19,Tier 2,2228873
Finance,Director,13,Tier 1,2457379
HR,Analyst,16,Tier 3,1285633
Finance,Manager,2,Tier 1,1292553
HR,Director,0,Tier 1,1481049
Marketing,Lead,18,Tier 1,2199368
IT,Lead,11,Tier 1,1727248
Support,Manager,11,Tier 3,1567040
Finance,Senior Dev,2,Tier 1,908762
Operations,Intern,16,Tier 1,1449238
Finance,Intern,2,Tier 1,390167
Finance,Analyst,19,Tier 2,1593779
HR,Director,6,Tier 1,1929261
Support,Analyst,13,Tier 2,1197779
IT,Intern,15,Tier 2,1209079
IT,Intern,0,Tier 3,209472
Sales,Intern,9,Tier 2,813813
IT,Manager,15,Tier 2,1950143
Support,Intern,7,Tier 1,748228
Marketing,Manager,6,Tier 1,1558147
Operations,Director,5,Tier 2,1658799
HR,Intern,19,Tier 3,1323647
Finance,Manager,6,Tier 2,1400264
HR,Associate,13,Tier 3,1197914
Finance,Intern,13,Tier 2,1093254
Support,Director,0,Tier 3,1223785
Support,Manager,12,Tier 3,1607107
Finance,Manager,2,Tier 2,1097555
Sales,Manager,3,Tier 3,1078412
Finance,Associate,10,Tier 3,1004305
Support,Senior Dev,13,Tier 1,1706549
IT,Manager,16,Tier 1,2320739
Operations,Intern,11,Tier 1,1067432
Sales,Lead,12,Tier 1,1765045
IT,Lead,1,Tier 2,832905
Sales,Manager,15,Tier 3,1824243
Support,Director,7,Tier 2,1769985
Marketing,Lead,9,Tier 3,1227864
Support,Director,14,Tier 3,2062428
Sales,Director,16,Tier 3,2145613
Support,Analyst,15,Tier 1,1475499
Operations,Lead,1,Tier 1,951315
IT,Manager,19,Tier 1,2574970
Finance,Analyst,13,Tier 2,1162994
Finance,Manager,11,Tier 1,1927489
Support,Director,3,Tier 3,1358269
IT,Manager,15,Tier 2,1994370
HR,Associate,1,Tier 3,441819
Finance,Lead,13,Tier 3,1471637
Operations,Manager,12,Tier 1,2049463
Operations,Intern,3,Tier 1,494429
HR,Lead,17,Tier 3,1723291
Marketing,Senior Dev,19,Tier 1,2190178
Sales,Intern,18,Tier 3,1290935
Operations,Intern,6,Tier 2,590575
Support,Lead,15,Tier 1,2018146
HR,Associate,5,Tier 1,879899
HR,Lead,10,Tier 2,1422884
Finance,Intern,15,Tier 2,1237786
Marketing,Intern,4,Tier 3,449434
IT,Analyst,14,Tier 1,1407479
Marketing,Analyst,2,Tier 2,444665
Sales,Senior Dev,4,Tier 3,810534
Marketing,Senior Dev,4,Tier 3,860184
Support,Intern,14,Tier 2,1172754
Sales,Manager,5,Tier 2,1336233
HR,Intern,7,Tier 3,591172
Operations,Analyst,10,Tier 3,890901
HR,Director,7,Tier 3,1624409
Marketing,Associate,2,Tier 1,657494
Sales,Analyst,13,Tier 3,1074054
HR,Manager,13,Tier 3,1693785
HR,Senior Dev,11,Tier 1,1545363
Finance,Lead,13,Tier 2,1647697
Finance,Lead,8,Tier 1,1451665
IT,Intern,16,Tier 3,1176736
IT,Lead,2,Tier 2,915965
Marketing,Analyst,18,Tier 3,1370224
Marketing,Lead,11,Tier 2,1524214
HR,Lead,3,Tier 1,1116476
Sales,Manager,1,Tier 1,1200825
Sales,Senior Dev,3,Tier 1,947244
Marketing,Analyst,18,Tier 1,1744793
HR,Lead,11,Tier 3,1351584
HR,Intern,9,Tier 3,760017
Operations,Associate,5,Tier 1,874063
IT,Intern,18,Tier 3,1302670
Sales,Director,11,Tier 1,2334752
Support,Intern,1,Tier 1,297567
Support,Lead,10,Tier 1,1605875
Sales,Intern,3,Tier 3,351545
HR,Manager,19,Tier 2,2223327
Finance,Lead,7,Tier 2,1225331
Sales,Lead,9,Tier 3,1263707
Operations,Director,13,Tier 3,2008095
Operations,Director,17,Tier 1,2768508
Sales,Lead,11,Tier 2,1475521
Sales,Analyst,6,Tier 1,806283
Support,Lead,6,Tier 2,1167624
IT,Intern,0,Tier 2,235465
IT,Lead,5,Tier 1,1241797
Sales,Lead,11,Tier 1,1682373
Sales,Lead,11,Tier 3,1368729
Finance,Manager,5,Tier 3,1188064
Finance,Analyst,18,Tier 3,1358433
Sales,Director,5,Tier 3,1479111
Marketing,Analyst,18,Tier 1,1743247
Sales,Director,7,Tier 2,1760084
Finance,Intern,5,Tier 1,615308
Sales,Manager,6,Tier 1,1579775
Operations,Senior Dev,0,Tier 2,678570
Operations,Intern,17,Tier 2,1336503
HR,Analyst,19,Tier 1,1809263
Support,Associate,11,Tier 3,1085087
Support,Associate,9,Tier 1,1196482
IT,Lead,9,Tier 3,1267453
Marketing,Senior Dev,19,Tier 1,2159249
Marketing,Senior Dev,9,Tier 1,1439825
Marketing,Intern,10,Tier 1,989222
HR,Lead,1,Tier 2,844968
Support,Director,19,Tier 3,2359383
Sales,Associate,6,Tier 3,743543
Support,Analyst,0,Tier 2,322785
Sales,Intern,17,Tier 2,1343406
Support,Senior Dev,0,Tier 1,771428
HR,Intern,1,Tier 1,352939
HR,Senior Dev,2,Tier 3,710914
Finance,Associate,17,Tier 1,1768548
Finance,Senior Dev,17,Tier 1,2035701
Operations,Senior Dev,7,Tier 2,1136924
IT,Lead,11,Tier 1,1686692
Support,Manager,9,Tier 1,1794918
Sales,Director,19,Tier 1,2936136
IT,Analyst,10,Tier 1,1144345
Support,Director,3,Tier 2,1534240
Marketing,Senior Dev,14,Tier 3,1447388
Marketing,Lead,7,Tier 1,1424872
Finance,Associate,3,Tier 1,722689
Sales,Senior Dev,18,Tier 1,2109121
Sales,Lead,4,Tier 2,1025341
Operations,Associate,18,Tier 1,1829145
Marketing,Senior Dev,15,Tier 3,1472880
Support,Intern,11,Tier 3,851271
Operations,Lead,1,Tier 2,852900
Operations,Lead,7,Tier 3,1120225
Marketing,Lead,15,Tier 2,1779156
HR,Intern,12,Tier 3,915938
Support,Intern,2,Tier 2,377385
Support,Intern,7,Tier 2,699801
Marketing,Manager,11,Tier 3,1557594
Sales,Director,11,Tier 2,2020763
Sales,Lead,17,Tier 2,1872828
Sales,Director,4,Tier 2,1565221
IT,Analyst,11,Tier 1,1183569
Sales,Manager,4,Tier 1,1401022
Sales,Intern,11,Tier 1,1051159
Support,Manager,7,Tier 3,1331213
Finance,Analyst,8,Tier 2,887935
IT,Intern,14,Tier 3,1013044
Marketing,Manager,12,Tier 2,1757636
Finance,Analyst,10,Tier 3,881593
Marketing,Associate,19,Tier 2,1666892
Sales,Senior Dev,8,Tier 2,1163812
Finance,Director,13,Tier 3,1950654
Sales,Director,9,Tier 3,1727143
Finance,Senior Dev,6,Tier 3,967927
Marketing,Intern,2,Tier 1,378446
Marketing,Manager,14,Tier 1,2181591
Operations,Senior Dev,3,Tier 1,996028
Marketing,Intern,5,Tier 2,547200
Operations,Director,3,Tier 2,1510538
Operations,Senior Dev,11,Tier 3,1273964
Support,Director,4,Tier 1,1822886
Operations,Senior Dev,15,Tier 1,1899508
Support,Associate,12,Tier 1,1387392
Operations,Senior Dev,6,Tier 2,1052535
Marketing,Senior Dev,12,Tier 1,1673910
Marketing,Director,15,Tier 3,2103757
Operations,Intern,3,Tier 2,392711
Marketing,Lead,15,Tier 3,1601390
Marketing,Associate,9,Tier 1,1177152
IT,Intern,11,Tier 3,870843
Marketing,Manager,4,Tier 3,1134831
Support,Lead,15,Tier 1,2025648
Finance,Manager,8,Tier 1,1705763
Operations,Associate,4,Tier 3,637573
Marketing,Analyst,19,Tier 3,1421957
IT,Senior Dev,2,Tier 1,927540
Operations,Manager,1,Tier 2,1026877
Support,Associate,1,Tier 3,448252
Operations,Associate,6,Tier 2,825049
Operations,Director,12,Tier 2,2133567
IT,Senior Dev,13,Tier 1,1702242
HR,Director,9,Tier 2,1925381
Operations,Manager,3,Tier 1,1353972
Operations,Associate,0,Tier 1,498742
Marketing,Intern,8,Tier 1,870375
IT,Director,4,Tier 2,1579343
IT,Intern,18,Tier 1,1616762
Operations,Director,14,Tier 3,2033205
Operations,Associate,14,Tier 2,1389044
Support,Lead,18,Tier 1,2232045
Support,Associate,18,Tier 1,1871721
HR,Senior Dev,11,Tier 2,1397973
Marketing,Senior Dev,3,Tier 2,843198
Marketing,Intern,17,Tier 3,1235903
Support,Senior Dev,7,Tier 1,1274475
Sales,Lead,11,Tier 3,1333681
Finance,Director,3,Tier 3,1403348
HR,Associate,2,Tier 3,539724
Support,Director,17,Tier 1,2784850
IT,Senior Dev,2,Tier 3,695629
Sales,Intern,1,Tier 3,283352
Marketing,Lead,13,Tier 1,1828963
Sales,Senior Dev,8,Tier 1,1376574
Marketing,Senior Dev,12,Tier 2,1447009
HR,Associate,14,Tier 3,1237675
IT,Intern,9,Tier 2,820175
Marketing,Director,11,Tier 1,2335563
IT,Senior Dev,4,Tier 2,952209
Finance,Lead,9,Tier 1,1543718
Operations,Senior Dev,16,Tier 1,1938799
Operations,Lead,2,Tier 3,818333
Sales,Lead,9,Tier 1,1568885
IT,Senior Dev,6,Tier 3,986409
IT,Senior Dev,16,Tier 3,1535565
Support,Intern,5,Tier 2,545494
Sales,Lead,3,Tier 2,946624
Marketing,Lead,8,Tier 2,1268835
IT,Manager,6,Tier 3,1248646
Support,Manager,1,Tier 2,1037824
IT,Analyst,7,Tier 2,811398
Support,Associate,14,Tier 2,1375886
Support,Manager,14,Tier 1,2199439
IT,Manager,15,Tier 1,2245650
Sales,Analyst,10,Tier 1,1127353
Operations,Lead,16,Tier 3,1661099
Sales,Senior Dev,15,Tier 3,1501416
HR,Manager,14,Tier 3,1715580
Finance,Senior Dev,14,Tier 1,1794090
IT,Director,3,Tier 1,1710823
Finance,Analyst,11,Tier 3,933491
Operations,Senior Dev,2,Tier 2,793957
Marketing,Manager,16,Tier 3,1836997
Support,Manager,17,Tier 3,1948097
Sales,Senior Dev,16,Tier 3,1555163
Support,Senior Dev,3,Tier 1,957126
HR,Manager,11,Tier 1,1960633
Operations,Manager,19,Tier 1,2563158
Marketing,Analyst,15,Tier 2,1339316
Sales,Director,14,Tier 3,2025504
Marketing,Lead,17,Tier 1,2146660
Marketing,Manager,12,Tier 1,1995402
Sales,Associate,12,Tier 3,1105761
IT,Associate,13,Tier 2,1321309
Sales,Senior Dev,3,Tier 3,783635
IT,Director,19,Tier 1,2910155
Operations,Intern,18,Tier 3,1283132
IT,Manager,11,Tier 1,1935366
Operations,Director,11,Tier 3,1879731
Support,Director,1,Tier 2,1370017
Operations,Associate,4,Tier 2,678150
Sales,Manager,9,Tier 3,1429423
Operations,Senior Dev,9,Tier 2,1253992
Support,Director,12,Tier 3,1918902
Marketing,Manager,4,Tier 3,1154921
HR,Analyst,9,Tier 2,907833
IT,Associate,5,Tier 2,748154
Operations,Director,18,Tier 1,2843956
Support,Senior Dev,7,Tier 3,1048560
Marketing,Associate,16,Tier 1,1714774
Finance,Manager,13,Tier 2,1842660
Sales,Director,16,Tier 2,2394904
Marketing,Senior Dev,16,Tier 2,1731124
Support,Director,19,Tier 3,2313516
IT,Lead,7,Tier 2,1232373
Marketing,Analyst,10,Tier 3,900270
Finance,Director,18,Tier 3,2286323
Support,Senior Dev,17,Tier 2,1800780
HR,Senior Dev,13,Tier 2,1525879
Sales,Intern,0,Tier 3,219597
HR,Senior Dev,10,Tier 2,1310400
Support,Lead,3,Tier 2,976265
IT,Senior Dev,11,Tier 2,1367529
Sales,Lead,5,Tier 3,996424
Sales,Analyst,0,Tier 3,283382
Operations,Director,15,Tier 1,2625519
Operations,Associate,13,Tier 1,1454174
Sales,Analyst,19,Tier 3,1431395
Finance,Associate,5,Tier 1,878461
Marketing,Analyst,4,Tier 1,676351
Sales,Manager,17,Tier 3,1904254
Support,Associate,5,Tier 3,716136
Support,Lead,18,Tier 2,1929407
Marketing,Manager,0,Tier 1,1153560
Finance,Senior Dev,12,Tier 3,1307794
Finance,Manager,9,Tier 2,1574756
Operations,Senior Dev,2,Tier 3,719416
Marketing,Analyst,7,Tier 2,806354
Marketing,Senior Dev,12,Tier 1,1653765
Support,Intern,12,Tier 1,1134390
HR,Lead,19,Tier 3,1831939
Marketing,Lead,11,Tier 2,1496828
Sales,Lead,1,Tier 1,973204
IT,Director,15,Tier 1,2617486
Marketing,Director,5,Tier 3,1508258
HR,Intern,12,Tier 3,928384
Support,Director,8,Tier 3,1667232
IT,Lead,1,Tier 2,816514
HR,Director,18,Tier 2,2486695
Marketing,Analyst,6,Tier 1,822765
Sales,Intern,9,Tier 1,925761
Sales,Senior Dev,19,Tier 2,1919144
HR,Director,16,Tier 3,2167146
Marketing,Analyst,14,Tier 2,1248833
Finance,Lead,3,Tier 1,1116098
Operations,Director,16,Tier 3,2161556
Support,Senior Dev,6,Tier 2,1047969
IT,Lead,6,Tier 3,1088448
HR,Analyst,6,Tier 2,720099
Finance,Associate,7,Tier 1,1007716
IT,Associate,3,Tier 3,588885
IT,Senior Dev,4,Tier 2,901837
Sales,Intern,11,Tier 2,963299
Marketing,Senior Dev,8,Tier 1,1371395
Sales,Intern,18,Tier 1,1620839
Sales,Senior Dev,13,Tier 2,1539012
IT,Lead,17,Tier 3,1749305
HR,Senior Dev,18,Tier 3,1708123
Operations,Associate,17,Tier 1,1753720
Marketing,Intern,10,Tier 3,798258
HR,Director,16,Tier 3,2151120
Support,Manager,14,Tier 3,1768655
Sales,Director,8,Tier 2,1865374
Marketing,Senior Dev,2,Tier 1,920901
IT,Senior Dev,18,Tier 3,1700251
Marketing,Lead,19,Tier 3,1846160
Support,Senior Dev,16,Tier 2,1700444
IT,Manager,0,Tier 3,887929
Sales,Senior Dev,14,Tier 3,1432906
Sales,Senior Dev,6,Tier 2,1028939
Finance,Intern,17,Tier 1,1537863
Finance,Manager,13,Tier 1,2077194
Marketing,Senior Dev,17,Tier 3,1606378
Marketing,Senior Dev,6,Tier 2,1056640
Marketing,Lead,17,Tier 3,1749819
Sales,Intern,7,Tier 1,772445
IT,Intern,1,Tier 3,246198
Finance,Manager,3,Tier 2,1208577
Finance,Senior Dev,5,Tier 2,974266
Support,Lead,8,Tier 2,1311002
Sales,Associate,8,Tier 1,1101213
Finance,Senior Dev,7,Tier 2,1150622
IT,Senior Dev,18,Tier 2,1853362
Operations,Senior Dev,17,Tier 3,1641588
Sales,Director,13,Tier 3,2009549
IT,Analyst,3,Tier 1,576310
HR,Analyst,19,Tier 1,1799631
IT,Analyst,11,Tier 3,948625
Finance,Senior Dev,10,Tier 1,1489149
Sales,Lead,15,Tier 2,1763171
Marketing,Lead,5,Tier 3,1022534
Marketing,Manager,3,Tier 3,1074014
HR,Director,0,Tier 2,1348502
IT,Lead,11,Tier 3,1344953
Support,Associate,4,Tier 1,808507
Operations,Intern,17,Tier 2,1339433
Support,Senior Dev,5,Tier 2,966523
HR,Intern,11,Tier 1,1102190
HR,Senior Dev,17,Tier 1,2026169
Operations,Intern,9,Tier 1,917990
Operations,Analyst,11,Tier 1,1184457
HR,Director,16,Tier 2,2384083
Operations,Lead,6,Tier 1,1328085
Marketing,Associate,8,Tier 3,900654
Marketing,Manager,18,Tier 1,2485187
IT,Associate,6,Tier 1,952886
Operations,Intern,1,Tier 1,328477
Operations,Lead,17,Tier 3,1742709
Sales,Director,12,Tier 1,2382601
IT,Associate,18,Tier 3,1458061
Finance,Senior Dev,1,Tier 3,665371
Support,Lead,14,Tier 2,1681485
Finance,Senior Dev,5,Tier 3,877857
Operations,Associate,4,Tier 1,778177
Finance,Intern,2,Tier 3,313042
IT,Senior Dev,9,Tier 3,1121826
Sales,Intern,2,Tier 3,306892
Finance,Intern,11,Tier 1,1103031
Support,Associate,16,Tier 3,1376598
Sales,Associate,12,Tier 1,1375495
Operations,Manager,1,Tier 3,941267
Finance,Senior Dev,9,Tier 3,1150166
Marketing,Senior Dev,16,Tier 2,1723939
Support,Senior Dev,5,Tier 1,1152042
Sales,Analyst,4,Tier 2,590569
Operations,Senior Dev,8,Tier 3,1095772
HR,Lead,18,Tier 1,2223948
Support,Intern,5,Tier 1,598587
Finance,Director,2,Tier 2,1475506
Sales,Intern,3,Tier 1,468544
Support,Lead,4,Tier 3,968535
HR,Intern,15,Tier 3,1111269
IT,Director,2,Tier 3,1332462
Operations,Manager,11,Tier 3,1575528
HR,Senior Dev,7,Tier 1,1292564
Operations,Analyst,3,Tier 2,523389
IT,Senior Dev,13,Tier 2,1521932
IT,Manager,5,Tier 2,1328672
Operations,Lead,3,Tier 2,997111
Finance,Analyst,16,Tier 3,1263122
Operations,Senior Dev,16,Tier 1,1971176
Marketing,Analyst,1,Tier 1,423832
IT,Intern,12,Tier 2,994467
Marketing,Lead,1,Tier 1,933107
Sales,Analyst,10,Tier 3,898666
IT,Lead,14,Tier 1,1953474
Operations,Intern,2,Tier 1,378418
Operations,Associate,11,Tier 2,1194071
Finance,Associate,4,Tier 3,624419
Finance,Senior Dev,6,Tier 3,941814
Operations,Director,12,Tier 2,2092024
Support,Senior Dev,12,Tier 3,1297435
IT,Associate,12,Tier 3,1148487
HR,Senior Dev,9,Tier 3,1132880
IT,Director,7,Tier 2,1805109
HR,Analyst,15,Tier 2,1323407
Support,Manager,12,Tier 2,1757666
Marketing,Director,2,Tier 1,1673111
Sales,Director,4,Tier 2,1611866
Operations,Manager,6,Tier 1,1579932
HR,Lead,9,Tier 1,1556713
Operations,Analyst,19,Tier 2,1597169
Finance,Intern,2,Tier 1,381975
Marketing,Senior Dev,10,Tier 2,1305596
HR,Lead,6,Tier 1,1348228
IT,Lead,1,Tier 1,953861
Support,Lead,8,Tier 2,1311454
Finance,Analyst,19,Tier 3,1453448
IT,Intern,1,Tier 1,317449
Sales,Intern,15,Tier 3,1119048
Support,Intern,11,Tier 2,966726
HR,Director,16,Tier 3,2184828
Support,Senior Dev,10,Tier 1,1513333
Sales,Associate,13,Tier 1,1503437
Finance,Lead,5,Tier 2,1089073
HR,Analyst,19,Tier 3,1466920
HR,Analyst,14,Tier 2,1233979
Operations,Analyst,16,Tier 1,1565316
Marketing,Senior Dev,7,Tier 2,1120324
Operations,Senior Dev,16,Tier 2,1724176
Support,Associate,17,Tier 1,1768790
Support,Director,4,Tier 2,1556833
Marketing,Intern,5,Tier 2,529589
IT,Senior Dev,4,Tier 1,1027645
Finance,Lead,18,Tier 1,2224150
Marketing,Associate,9,Tier 3,940286
HR,Director,9,Tier 2,1899994
Marketing,Senior Dev,15,Tier 3,1516379
Support,Senior Dev,17,Tier 2,1776662
Marketing,Director,0,Tier 2,1316639
Marketing,Analyst,5,Tier 1,752930
HR,Lead,1,Tier 3,758315
Support,Director,1,Tier 3,1256973
Support,Associate,12,Tier 2,1229304
Marketing,Senior Dev,15,Tier 3,1500522
Support,Manager,4,Tier 1,1414830
IT,Analyst,6,Tier 3,649091
Operations,Senior Dev,12,Tier 2,1455690
Marketing,Analyst,6,Tier 2,742505
Finance,Associate,14,Tier 2,1367332
Support,Lead,5,Tier 1,1255268
Sales,Analyst,1,Tier 2,402404
Operations,Senior Dev,14,Tier 2,1586991
HR,Lead,15,Tier 3,1570350
Finance,Intern,18,Tier 2,1396312
HR,Senior Dev,18,Tier 1,2093590
Finance,Director,3,Tier 3,1397997
Support,Associate,2,Tier 1,633303
Sales,Director,19,Tier 2,2550240
Finance,Intern,5,Tier 2,533753
Marketing,Lead,10,Tier 2,1411232
Support,Senior Dev,6,Tier 3,986030
Sales,Lead,5,Tier 1,1223117
Finance,Associate,1,Tier 2,524291
Sales,Lead,10,Tier 1,1632201
Sales,Manager,0,Tier 1,1120022
Operations,Lead,2,Tier 1,1022938
Operations,Intern,6,Tier 2,621712
Sales,Associate,10,Tier 1,1276805
IT,Senior Dev,19,Tier 2,1885986
HR,Analyst,18,Tier 2,1500161
IT,Associate,17,Tier 2,1561163
Finance,Associate,9,Tier 2,1012772
Marketing,Associate,8,Tier 3,851211
Sales,Associate,5,Tier 2,793436
HR,Senior Dev,9,Tier 2,1259953
Sales,Director,11,Tier 2,2063779
Operations,Associate,16,Tier 2,1485950
Support,Senior Dev,5,Tier 2,1012207
IT,Manager,16,Tier 1,2344538
Marketing,Intern,9,Tier 3,738036
Operations,Intern,13,Tier 2,1095321
Operations,Lead,12,Tier 3,1434377
HR,Lead,5,Tier 3,972302
Marketing,Analyst,11,Tier 3,978153
IT,Intern,7,Tier 1,760620
Marketing,Senior Dev,14,Tier 1,1802890
Finance,Intern,15,Tier 2,1189472
HR,Director,15,Tier 1,2641500
Support,Director,2,Tier 2,1447523
IT,Analyst,14,Tier 3,1147726
Support,Analyst,12,Tier 1,1254079
Finance,Lead,15,Tier 3,1597370
Support,Manager,1,Tier 1,1186821
Operations,Intern,5,Tier 1,606353
Finance,Analyst,5,Tier 3,581437
Marketing,Director,10,Tier 2,1954551
Marketing,Senior Dev,7,Tier 1,1299880
Support,Lead,6,Tier 1,1310167
Support,Senior Dev,5,Tier 2,1007636
Marketing,Analyst,7,Tier 3,702658
HR,Director,19,Tier 3,2312311
Operations,Associate,13,Tier 1,1488038
Operations,Senior Dev,17,Tier 2,1765560
Sales,Analyst,15,Tier 3,1218733
Finance,Senior Dev,9,Tier 3,1140492
Finance,Intern,15,Tier 2,1192067
HR,Intern,19,Tier 2,1467916
Finance,Associate,4,Tier 3,656421
HR,Senior Dev,6,Tier 3,933815
Finance,Associate,15,Tier 3,1307477
Operations,Intern,15,Tier 2,1184773
HR,Lead,13,Tier 3,1503620
Finance,Senior Dev,0,Tier 3,618632
Marketing,Intern,8,Tier 1,823320
Marketing,Intern,12,Tier 3,942825
HR,Manager,18,Tier 2,2198992
Operations,Intern,10,Tier 3,793515
Support,Senior Dev,7,Tier 2,1092726
Finance,Lead,4,Tier 1,1151697
Support,Analyst,6,Tier 2,738025
Sales,Director,3,Tier 3,1399434
Marketing,Director,13,Tier 1,2497033
Finance,Lead,8,Tier 2,1282196
Operations,Analyst,0,Tier 2,315958
Sales,Manager,9,Tier 2,1565689
Support,Director,19,Tier 3,2347528
Support,Intern,2,Tier 3,320725
IT,Lead,5,Tier 3,1003332
Operations,Senior Dev,1,Tier 2,721401
Sales,Associate,17,Tier 2,1535670
Support,Intern,1,Tier 2,258251
Sales,Senior Dev,4,Tier 3,837027
Sales,Lead,6,Tier 2,1157015
IT,Senior Dev,15,Tier 2,1670387
HR,Analyst,0,Tier 3,282224
HR,Manager,16,Tier 2,2072058
Support,Senior Dev,0,Tier 2,660836
Sales,Associate,19,Tier 1,1908036
HR,Analyst,8,Tier 2,835938
Marketing,Lead,13,Tier 2,1621350
Marketing,Associate,10,Tier 3,975335
HR,Director,11,Tier 1,2354180
Support,Senior Dev,12,Tier 3,1349840
Marketing,Intern,9,Tier 2,804002
Operations,Analyst,3,Tier 3,499103
Finance,Intern,7,Tier 1,779831
Finance,Associate,16,Tier 1,1700962
Support,Lead,14,Tier 2,1693583
Operations,Manager,14,Tier 3,1725096
HR,Manager,1,Tier 2,1072858
Sales,Intern,0,Tier 3,194398
Marketing,Director,18,Tier 1,2870755
HR,Analyst,10,Tier 1,1117340
Operations,Senior Dev,2,Tier 2,780825
Sales,Manager,10,Tier 2,1674225
Support,Associate,1,Tier 2,485318
Sales,Associate,8,Tier 1,1114009
Support,Director,17,Tier 2,2427574
IT,Director,6,Tier 3,1544650
IT,Associate,6,Tier 3,758930
Finance,Director,11,Tier 1,2329864
Operations,Senior Dev,0,Tier 3,592372
Support,Intern,15,Tier 2,1212334
Sales,Lead,1,Tier 2,819288
HR,Associate,6,Tier 3,742191
IT,Associate,3,Tier 3,560737
Operations,Senior Dev,3,Tier 2,878975
Support,Associate,12,Tier 3,1142224
Sales,Manager,2,Tier 1,1282999
